OBJECTID,COLDETKEY,ST_AGE,ST_CONTRBCIR1_DESC,ST_INJRY_CLSS_DESC,ST_PARTCPNT_TYPE_DESC,ST_PED_ACT_DESC,ST_PED_WAS_USING_DESC,Incident Date,Report Number,x,y
225296266,381451,32,None,Non Serious Injury (Evident Injury),Motor vehicle driver,,,2/13/2025,3925943,-122.2545514,47.50635851
225296267,381242,22,Exceeding Stated Speed Limit,Serious Injury,Motor vehicle driver,,,3/2/2025,3924409,-122.3466665,47.64427138
225296268,381242,24,None,Non Serious Injury (Evident Injury),Motor vehicle driver,,,3/2/2025,3924409,-122.3466665,47.64427138
225296269,381242,24,,Serious Injury,Motor vehicle passenger,,,3/2/2025,3924409,-122.3466665,47.64427138
225296270,381242,22,,Serious Injury,Motor vehicle passenger,,,3/2/2025,3924409,-122.3466665,47.64427138
225296271,381242,25,,Serious Injury,Motor vehicle passenger,,,3/2/2025,3924409,-122.3466665,47.64427138
225296272,381242,26,,Serious Injury,Motor vehicle passenger,,,3/2/2025,3924409,-122.3466665,47.64427138
225296273,381242,22,,Serious Injury,Motor vehicle passenger,,,3/2/2025,3924409,-122.3466665,47.64427138
225296274,381242,22,,Serious Injury,Motor vehicle passenger,,,3/2/2025,3924409,-122.3466665,47.64427138
225296282,380823,,Other/Contributing Circ. Not Listed,Unknown,Motor vehicle driver,,,2/7/2025,EF63523,-122.2681737,47.52330826
225296283,380823,,None,Unknown,Motor vehicle driver,,,2/7/2025,EF63523,-122.2681737,47.52330826
225296286,380693,80,Other/Contributing Circ. Not Listed,No Injury,Motor vehicle driver,,,2/7/2025,3932274,-122.3768156,47.6936781
225296287,380693,,,,Motor vehicle driver,,,2/7/2025,3932274,-122.3768156,47.6936781
225296310,381810,51,Under the Influence of Alcohol,Non Serious Injury (Evident Injury),Motor vehicle driver,,,3/11/2025,3930301,-122.2851726,47.68304876
225296311,381810,46,None,Unknown,Motor vehicle driver,,,3/11/2025,3930301,-122.2851726,47.68304876
225296312,381810,,None,No Injury,Motor vehicle driver,,,3/11/2025,3930301,-122.2851726,47.68304876
225296313,382207,41,Unknown Distraction,Possible Injury,Motor vehicle driver,,,4/14/2025,EF82947,-122.3420094,47.5714364
225296314,382207,33,,Serious Injury,Motor vehicle passenger,,,4/14/2025,EF82947,-122.3420094,47.5714364
225296325,381658,67,Did not Grant Right of Way to Non Motorist,No Injury,Motor vehicle driver,,,1/29/2025,EF61140,-122.383938,47.65307178
225296326,381658,54,,No Injury,Motor vehicle passenger,,,1/29/2025,EF61140,-122.383938,47.65307178
225296327,381658,40,None,Non Serious Injury (Evident Injury),Pedal cycle driver,Riding With Traffic,Designated Bike Route,1/29/2025,EF61140,-122.383938,47.65307178
225296335,381297,37,Did not Grant Right of Way to Vehicle,No Injury,Motor vehicle driver,,,3/1/2025,EF70353,-122.3486038,47.65273318
225296336,381297,59,None,No Injury,Motor vehicle driver,,,3/1/2025,EF70353,-122.3486038,47.65273318
225296339,381799,34,None,No Injury,Motor vehicle driver,,,3/16/2025,3922496,-122.3251539,47.60934365
225296340,381799,26,,Unknown,Motor vehicle passenger,,,3/16/2025,3922496,-122.3251539,47.60934365
225296341,381799,25,"Apparently Emotional (Depressed, Angry, Disturbed, etc.)",Non Serious Injury (Evident Injury),Pedestrian,Crossing at Intersection - Diagonally,Walkway,3/16/2025,3922496,-122.3251539,47.60934365
225296347,380728,31,"Driver Operating Other Electronic Devices (computers, navigational, etc.)",No Injury,Motor vehicle driver,,,2/11/2025,3834432,-122.3029243,47.58454754
225296348,380728,79,None,No Injury,Motor vehicle driver,,,2/11/2025,3834432,-122.3029243,47.58454754
225296349,380728,48,,No Injury,Motor vehicle passenger,,,2/11/2025,3834432,-122.3029243,47.58454754
225296368,381513,30,Unknown Distraction,No Injury,Motor vehicle driver,,,1/28/2025,EF61126,-122.3661932,47.66943614
225296369,381513,28,None,No Injury,Motor vehicle driver,,,1/28/2025,EF61126,-122.3661932,47.66943614
225296370,381513,66,None,No Injury,Motor vehicle driver,,,1/28/2025,EF61126,-122.3661932,47.66943614
225296371,381513,31,,No Injury,Motor vehicle passenger,,,1/28/2025,EF61126,-122.3661932,47.66943614
225296372,381513,66,,No Injury,Motor vehicle passenger,,,1/28/2025,EF61126,-122.3661932,47.66943614
225296373,382094,,Unknown Distraction,Possible Injury,Motor vehicle driver,,,4/5/2025,3926285,-122.3763997,47.54741919
225296374,382094,,None,No Injury,Motor vehicle driver,,,4/5/2025,3926285,-122.3763997,47.54741919
225296375,382094,,,Possible Injury,Motor vehicle passenger,,,4/5/2025,3926285,-122.3763997,47.54741919
225296376,381305,60,Did not Grant Right of Way to Vehicle,No Injury,Motor vehicle driver,,,2/26/2025,3924408,-122.3430674,47.61250758
225296377,381305,59,Did not Grant Right of Way to Vehicle,No Injury,Motor vehicle driver,,,2/26/2025,3924408,-122.3430674,47.61250758
225296378,381305,41,,No Injury,Motor vehicle passenger,,,2/26/2025,3924408,-122.3430674,47.61250758
225296400,382358,26,Unknown Distraction,No Injury,Motor vehicle driver,,,4/7/2025,3932190,-122.2769557,47.52612473
225296404,382358,30,None,No Injury,Motor vehicle driver,,,4/7/2025,3932190,-122.2769557,47.52612473
225296804,382358,,,Non Serious Injury (Evident Injury),Motor vehicle passenger,,,4/7/2025,3932190,-122.2769557,47.52612473
225296805,381695,,Other/Contributing Circ. Not Listed,Unknown,Motor vehicle driver,,,3/16/2025,EF74990,-122.3242992,47.63537488
225296806,381695,,None,,Motor vehicle driver,,,3/16/2025,EF74990,-122.3242992,47.63537488
225296809,380703,22,Exceeding Stated Speed Limit,No Injury,Motor vehicle driver,,,2/8/2025,3924369,-122.3906975,47.63505796
225296810,380384,,Unknown Distraction,Unknown,Motor vehicle driver,,,1/16/2025,3916215,-122.3761498,47.56929866
225296811,381687,26,Disregard Traffic Sign or Signal,No Injury,Motor vehicle driver,,,3/7/2025,EF73371,-122.36271,47.62214594
225296812,380384,,None,,Motor vehicle driver,,,1/16/2025,3916215,-122.3761498,47.56929866
225296813,381687,28,None,Possible Injury,Motor vehicle driver,,,3/7/2025,EF73371,-122.36271,47.62214594
225296816,381687,26,,Non Serious Injury (Evident Injury),Motor vehicle passenger,,,3/7/2025,EF73371,-122.36271,47.62214594
225296818,380837,,None,,Motor vehicle driver,,,2/19/2025,3908200,-122.3149897,47.5226446
225296820,380837,25,Other/Contributing Circ. Not Listed,Serious Injury,Motor vehicle driver,,,2/19/2025,3908200,-122.3149897,47.5226446
225296823,381506,35,Unknown Distraction,No Injury,Motor vehicle driver,,,3/13/2025,EF73780,-122.4107541,47.57591176
225296825,381506,43,None,No Injury,Motor vehicle driver,,,3/13/2025,EF73780,-122.4107541,47.57591176
225296827,381506,28,None,No Injury,Motor vehicle driver,,,3/13/2025,EF73780,-122.4107541,47.57591176
225296832,381244,50,None,No Injury,Motor vehicle driver,,,2/28/2025,EF70352,-122.3421962,47.6606778
225296833,380405,52,Other/Contributing Circ. Not Listed,No Injury,Motor vehicle driver,,,1/24/2025,3930344,-122.270003,47.52994707
225296834,381244,54,,No Injury,Motor vehicle passenger,,,2/28/2025,EF70352,-122.3421962,47.6606778
225296836,381244,80,None,Serious Injury,Pedestrian,Crossing at Intersection - No Signal,Unmarked Crosswalk,2/28/2025,EF70352,-122.3421962,47.6606778
225296855,380000,45,Did not Grant Right of Way to Vehicle,No Injury,Motor vehicle driver,,,1/3/2025,3930332,-122.3208518,47.65946829
225296857,380000,53,None,No Injury,Motor vehicle driver,,,1/3/2025,3930332,-122.3208518,47.65946829
225296859,380000,,None,,Motor vehicle driver,,,1/3/2025,3930332,-122.3208518,47.65946829
225296861,380000,,None,,Motor vehicle driver,,,1/3/2025,3930332,-122.3208518,47.65946829
225296862,380000,,None,,Motor vehicle driver,,,1/3/2025,3930332,-122.3208518,47.65946829
225296864,380335,36,Did not Grant Right of Way to Vehicle,No Injury,Motor vehicle driver,,,1/11/2025,3916214,-122.3857646,47.54512664
225296869,380335,60,None,No Injury,Motor vehicle driver,,,1/11/2025,3916214,-122.3857646,47.54512664
225296872,380335,20,,No Injury,Motor vehicle passenger,,,1/11/2025,3916214,-122.3857646,47.54512664
225296943,382391,67,Apparently Asleep,Non Serious Injury (Evident Injury),Motor vehicle driver,,,4/22/2025,3927936,-122.3511671,47.52284389
225296950,380177,17,Disregard Traffic Sign or Signal,Possible Injury,Motor vehicle driver,,,1/18/2025,EF58312,-122.2870455,47.56411007
225296951,380177,64,None,Possible Injury,Motor vehicle driver,,,1/18/2025,EF58312,-122.2870455,47.56411007
225296952,380177,,None,,Motor vehicle driver,,,1/18/2025,EF58312,-122.2870455,47.56411007
225296953,380177,29,,No Injury,Motor vehicle passenger,,,1/18/2025,EF58312,-122.2870455,47.56411007
225296959,380061,39,Under the Influence of Alcohol,Serious Injury,Motor vehicle driver,,,1/13/2025,3930339,-122.3554884,47.70781074
225296965,381258,53,Distractions Outiside Vehicle,No Injury,Motor vehicle driver,,,3/1/2025,EF70411,-122.3256112,47.54640369
225296966,381258,28,None,No Injury,Motor vehicle driver,,,3/1/2025,EF70411,-122.3256112,47.54640369
225296967,381258,41,,No Injury,Motor vehicle passenger,,,3/1/2025,EF70411,-122.3256112,47.54640369
225296968,381258,28,,No Injury,Motor vehicle passenger,,,3/1/2025,EF70411,-122.3256112,47.54640369
225296969,381258,1,,No Injury,Motor vehicle passenger,,,3/1/2025,EF70411,-122.3256112,47.54640369
225296970,381630,37,Unknown Distraction,No Injury,Motor vehicle driver,,,3/14/2025,EF74525,-122.3297887,47.61922695
225296971,381630,40,None,Possible Injury,Motor vehicle driver,,,3/14/2025,EF74525,-122.3297887,47.61922695
225296985,380567,42,Did not Grant Right of Way to Vehicle,No Injury,Motor vehicle driver,,,1/31/2025,3930945,-122.33423,47.55417186
225296986,380567,50,None,No Injury,Motor vehicle driver,,,1/31/2025,3930945,-122.33423,47.55417186
225296987,381684,26,Unknown Distraction,No Injury,Motor vehicle driver,,,3/13/2025,EF73782,-122.2928,47.56008127
225296988,381684,39,None,No Injury,Motor vehicle driver,,,3/13/2025,EF73782,-122.2928,47.56008127
225296989,381684,47,None,No Injury,Motor vehicle driver,,,3/13/2025,EF73782,-122.2928,47.56008127
225296992,380560,,Unknown Distraction,Unknown,Motor vehicle driver,,,1/31/2025,3925925,-122.2899377,47.56888806
225296993,381989,60,Did not Grant Right of Way to Vehicle,Non Serious Injury (Evident Injury),Motor vehicle driver,,,3/26/2025,3922497,-122.3076375,47.60802676
225296994,381989,25,None,Serious Injury,Motor vehicle driver,,,3/26/2025,3922497,-122.3076375,47.60802676
225296995,381989,34,None,Non Serious Injury (Evident Injury),Motor vehicle driver,,,3/26/2025,3922497,-122.3076375,47.60802676
225297001,382023,29,Did not Grant Right of Way to Vehicle,No Injury,Motor vehicle driver,,,3/30/2025,3927820,-122.3168877,47.61643787
225297002,382023,21,Exceeding Stated Speed Limit,Non Serious Injury (Evident Injury),Motor vehicle driver,,,3/30/2025,3927820,-122.3168877,47.61643787
225297003,382023,24,,No Injury,Motor vehicle passenger,,,3/30/2025,3927820,-122.3168877,47.61643787
225297004,379996,34,Under the Influence of Alcohol,Non Serious Injury (Evident Injury),Motor vehicle driver,,,1/4/2025,3929878,-122.3142572,47.61528768
225297005,379996,,,No Injury,Motor vehicle passenger,,,1/4/2025,3929878,-122.3142572,47.61528768
225297008,381264,44,Improper U-Turn,No Injury,Motor vehicle driver,,,2/21/2025,3838032,-122.3020786,47.61294706
225297009,381264,32,None,No Injury,Motor vehicle driver,,,2/21/2025,3838032,-122.3020786,47.61294706
225297018,381877,50,Unknown Distraction,No Injury,Motor vehicle driver,,,3/25/2025,EF78453,-122.3870574,47.69058284
225297019,381877,50,None,No Injury,Motor vehicle driver,,,3/25/2025,EF78453,-122.3870574,47.69058284
225297020,382259,,Following Too Closely,No Injury,Motor vehicle driver,,,4/16/2025,3931911,-122.3040196,47.59927557
225297021,382259,26,None,No Injury,Motor vehicle driver,,,4/16/2025,3931911,-122.3040196,47.59927557
225297022,382378,59,Did not Grant Right of Way to Vehicle,No Injury,Motor vehicle driver,,,4/12/2025,EF82876,-122.3461012,47.64010063
225297023,382378,45,None,No Injury,Motor vehicle driver,,,4/12/2025,EF82876,-122.3461012,47.64010063
225297024,382378,65,,No Injury,Motor vehicle passenger,,,4/12/2025,EF82876,-122.3461012,47.64010063
225297025,381413,43,Unknown Distraction,No Injury,Motor vehicle driver,,,3/12/2025,EF73197,-122.3605454,47.62959146
225297026,381413,65,None,No Injury,Motor vehicle driver,,,3/12/2025,EF73197,-122.3605454,47.62959146
225297027,381413,99,,Possible Injury,Motor vehicle passenger,,,3/12/2025,EF73197,-122.3605454,47.62959146
225297028,381413,69,,No Injury,Motor vehicle passenger,,,3/12/2025,EF73197,-122.3605454,47.62959146
225297034,380799,63,Overcorrecting/Oversteering,No Injury,Motor vehicle driver,,,2/7/2025,EF63609,-122.3021055,47.61159096
225297035,380799,,None,,Motor vehicle driver,,,2/7/2025,EF63609,-122.3021055,47.61159096
225297036,382089,36,Did not Grant Right of Way to Non Motorist,No Injury,Motor vehicle driver,,,3/26/2025,3927815,-122.3194616,47.61409084
225297037,382089,23,,Non Serious Injury (Evident Injury),Pedestrian,Crossing at Intersection - No Signal,Walkway,3/26/2025,3927815,-122.3194616,47.61409084
225297045,381119,,None,,Motor vehicle driver,,,2/3/2025,EF62446,-122.3607754,47.63232878
225297046,381119,,Other/Contributing Circ. Not Listed,Unknown,Motor vehicle driver,,,2/3/2025,EF62446,-122.3607754,47.63232878
225297047,381440,30,Did not Grant Right of Way to Vehicle,No Injury,Motor vehicle driver,,,3/12/2025,EF73196,-122.3384902,47.61971115
225297048,381440,59,None,No Injury,Motor vehicle driver,,,3/12/2025,EF73196,-122.3384902,47.61971115
225297049,382159,50,Apparently Asleep,No Injury,Motor vehicle driver,,,2/27/2025,3932551,-122.3522307,47.58699163
225297050,380516,20,Unknown Distraction,No Injury,Motor vehicle driver,,,1/15/2025,EF56339,-122.3015273,47.5869194
225297051,380516,42,None,No Injury,Motor vehicle driver,,,1/15/2025,EF56339,-122.3015273,47.5869194
225297061,382045,,,Unknown,Motor vehicle driver,,,4/2/2025,3932563,-122.3812818,47.57979742
225297062,382045,,None,,Motor vehicle driver,,,4/2/2025,3932563,-122.3812818,47.57979742
225297075,380617,42,Under the Influence of Drugs,No Injury,Motor vehicle driver,,,1/29/2025,3929908,-122.301883,47.61893625
225297076,380617,,None,,Motor vehicle driver,,,1/29/2025,3929908,-122.301883,47.61893625
225297077,381977,36,Unknown Distraction,No Injury,Motor vehicle driver,,,3/20/2025,EF77124,-122.317586,47.59582666
225297078,381977,30,None,No Injury,Motor vehicle driver,,,3/20/2025,EF77124,-122.317586,47.59582666
225297079,381271,,Improper Passing,Unknown,Motor vehicle driver,,,3/1/2025,EF70849,-122.3125708,47.71579604
225297080,381271,28,None,No Injury,Motor vehicle driver,,,3/1/2025,EF70849,-122.3125708,47.71579604
225297081,381271,,None,,Motor vehicle driver,,,3/1/2025,EF70849,-122.3125708,47.71579604
225297082,381271,37,,No Injury,Motor vehicle passenger,,,3/1/2025,EF70849,-122.3125708,47.71579604
225297083,380197,,Improper Turn/Merge,,Motor vehicle driver,,,1/21/2025,EF58355,-122.3146645,47.57189424
225297084,380197,20,None,No Injury,Motor vehicle driver,,,1/21/2025,EF58355,-122.3146645,47.57189424
225297085,379761,34,Did not Grant Right of Way to Vehicle,No Injury,Motor vehicle driver,,,1/5/2025,EF53412,-122.3447022,47.65377151
225297086,379761,46,None,No Injury,Motor vehicle driver,,,1/5/2025,EF53412,-122.3447022,47.65377151
225297087,379761,,,,Motor vehicle driver,,,1/5/2025,EF53412,-122.3447022,47.65377151
225297088,379761,,,,Motor vehicle driver,,,1/5/2025,EF53412,-122.3447022,47.65377151
225297089,379761,2,,No Injury,Motor vehicle passenger,,,1/5/2025,EF53412,-122.3447022,47.65377151
225297090,381091,38,Did not Grant Right of Way to Vehicle,Non Serious Injury (Evident Injury),Motor vehicle driver,,,2/14/2025,3930091,,
225297091,381091,24,,Non Serious Injury (Evident Injury),Motor vehicle driver,,,2/14/2025,3930091,,
225297092,381091,40,,Possible Injury,Motor vehicle passenger,,,2/14/2025,3930091,,
225297093,382258,38,Under the Influence of Alcohol,No Injury,Motor vehicle driver,,,4/19/2025,3930058,-122.3459471,47.69564629
225297094,382258,,None,,Motor vehicle driver,,,4/19/2025,3930058,-122.3459471,47.69564629
225297095,382258,,None,,Motor vehicle driver,,,4/19/2025,3930058,-122.3459471,47.69564629
225297096,382258,,None,,Motor vehicle driver,,,4/19/2025,3930058,-122.3459471,47.69564629
225297097,382258,,None,,Motor vehicle driver,,,4/19/2025,3930058,-122.3459471,47.69564629
225297098,382258,,None,,Motor vehicle driver,,,4/19/2025,3930058,-122.3459471,47.69564629
225297099,382258,,None,Unknown,Motor vehicle driver,,,4/19/2025,3930058,-122.3459471,47.69564629
225297100,381408,17,Did not Grant Right of Way to Vehicle,No Injury,Motor vehicle driver,,,1/30/2025,3930087,-122.3449817,47.72230756
225297101,381408,40,None,No Injury,Motor vehicle driver,,,1/30/2025,3930087,-122.3449817,47.72230756
225297102,381408,19,,No Injury,Motor vehicle passenger,,,1/30/2025,3930087,-122.3449817,47.72230756
225297103,380552,41,Did not Grant Right of Way to Non Motorist,No Injury,Motor vehicle driver,,,2/3/2025,3929895,-122.3297913,47.60937748
225297104,380552,78,None,Serious Injury,Pedestrian,Crossing at Intersection with Signal,Marked Cross Walk,2/3/2025,3929895,-122.3297913,47.60937748
225297107,382238,25,Exceeding Reasonable and Safe Speed,Non Serious Injury (Evident Injury),Pedal cycle driver,Crossing or Entering Trafficway,Marked Cross Walk,4/11/2025,EF83491,-122.3442237,47.62381511
225297108,382238,19,None,No Injury,Motor vehicle driver,,,4/11/2025,EF83491,-122.3442237,47.62381511
225297126,381626,30,Unknown Distraction,No Injury,Motor vehicle driver,,,3/13/2025,EF73783,-122.2976015,47.53899026
225297127,381626,28,None,No Injury,Motor vehicle driver,,,3/13/2025,EF73783,-122.2976015,47.53899026
225297128,381626,62,,Possible Injury,Motor vehicle passenger,,,3/13/2025,EF73783,-122.2976015,47.53899026
225297129,381626,34,,No Injury,Motor vehicle passenger,,,3/13/2025,EF73783,-122.2976015,47.53899026
225297155,381867,42,Exceeding Stated Speed Limit,Dead At Scene,Motor vehicle driver,,,3/30/2025,3931682,-122.3617575,47.57054733
225297160,382206,,Other/Contributing Circ. Not Listed,Unknown,Motor vehicle driver,,,4/14/2025,EF83470,-122.3097329,47.59351145
